MonthYear,Station,Entry_Exit,Trip
2024-01,Leumeah Station,Exit,43380
2024-01,Leura Station,Entry,9440
2024-01,Leura Station,Exit,7690
2024-01,Lewisham Station,Entry,53570
2024-01,Lewisham Station,Exit,50170
2024-01,Lidcombe Station,Entry,354690
2024-01,Lidcombe Station,Exit,353440
2024-01,Linden Station,Entry,300
2024-01,Linden Station,Exit,280
2024-01,Lindfield Station,Entry,66090
2024-01,Lindfield Station,Exit,65350
2024-01,Lisarow Station,Entry,2610
2024-01,Lisarow Station,Exit,2400
2024-01,Lithgow Station,Entry,6220
2024-01,Lithgow Station,Exit,5680
2024-01,Liverpool Station,Entry,171860
2024-01,Liverpool Station,Exit,169840
2024-01,Lochinvar Station,Entry,Less than 50
2024-01,Lochinvar Station,Exit,Less than 50
2024-01,Loftus Station,Entry,6310
2024-01,Loftus Station,Exit,5720
2024-01,Lysaghts Station,Entry,Less than 50
2024-01,Lysaghts Station,Exit,Less than 50
2024-01,Macarthur Station,Entry,61000
2024-01,Macarthur Station,Exit,59970
2024-01,Macdonaldtown Station,Entry,21650
2024-01,Macdonaldtown Station,Exit,21520
2024-01,Macquarie Fields Station,Entry,16850
2024-01,Macquarie Fields Station,Exit,16690
2024-01,Macquarie Park Station,Entry,63350
2024-01,Macquarie Park Station,Exit,62870
2024-01,Macquarie University Station,Entry,200690
2024-01,Macquarie University Station,Exit,206050
2024-01,Maitland Station,Entry,9010
2024-01,Maitland Station,Exit,7750
2024-01,Marayong Station,Entry,19810
2024-01,Marayong Station,Exit,18400
2024-01,Marrickville Station,Entry,20920
2024-01,Marrickville Station,Exit,19560
2024-01,Martin Place Station,Entry,337670
2024-01,Martin Place Station,Exit,380270
2024-01,Martins Creek Station,Entry,70
2024-01,Martins Creek Station,Exit,70
2024-01,Marulan Station,Entry,80
2024-01,Marulan Station,Exit,Less than 50
2024-01,Mascot Station,Entry,357270
2024-01,Mascot Station,Exit,362800
2024-01,Meadowbank Station,Entry,91760
2024-01,Meadowbank Station,Exit,83660
2024-01,Medlow Bath Station,Entry,1010
2024-01,Medlow Bath Station,Exit,910
2024-01,Menangle Park Station,Entry,280
2024-01,Menangle Park Station,Exit,290
2024-01,Menangle Station,Entry,210
2024-01,Menangle Station,Exit,230
2024-01,Merrylands Station,Entry,127560
2024-01,Merrylands Station,Exit,124210
2024-01,Metford Station,Entry,1340
2024-01,Metford Station,Exit,1170
2024-01,Milsons Point Station,Entry,150780
2024-01,Milsons Point Station,Exit,161560
2024-01,Mindaribba Station,Entry,Less than 50
2024-01,Mindaribba Station,Exit,Less than 50
2024-01,Minnamurra Station,Entry,2260
2024-01,Minnamurra Station,Exit,2140
2024-01,Minto Station,Entry,57530
2024-01,Minto Station,Exit,55620
2024-01,Miranda Station,Entry,89380
2024-01,Miranda Station,Exit,92290
2024-01,Mittagong Station,Entry,3940
2024-01,Mittagong Station,Exit,3360
2024-01,Morisset Station,Entry,15570
2024-01,Morisset Station,Exit,13820
2024-01,Mortdale Station,Entry,68180
2024-01,Mortdale Station,Exit,63190
2024-01,Moss Vale Station,Entry,4470
2024-01,Moss Vale Station,Exit,4060
2024-01,Mount Colah Station,Entry,9550
2024-01,Mount Colah Station,Exit,9120
2024-01,Mount Druitt Station,Entry,126010
2024-01,Mount Druitt Station,Exit,125530
2024-01,Mount Kuring-gai Station,Entry,4090
2024-01,Mount Kuring-gai Station,Exit,4130
2024-01,Mount Victoria Station,Entry,2520
2024-01,Mount Victoria Station,Exit,2370
2024-01,Mulgrave Station,Entry,4690
2024-01,Mulgrave Station,Exit,4470
2024-01,Museum Station,Entry,234230
2024-01,Museum Station,Exit,268310
2024-01,Muswellbrook Station,Entry,630
2024-01,Muswellbrook Station,Exit,480
2024-01,Narara Station,Entry,4660
2024-01,Narara Station,Exit,3740
2024-01,Narwee Station,Entry,36190
2024-01,Narwee Station,Exit,33850
2024-01,Newcastle Interchange,Entry,42270
2024-01,Newcastle Interchange,Exit,42310
2024-01,Newtown Station,Entry,217070
2024-01,Newtown Station,Exit,249040
2024-01,Niagara Park Station,Entry,2150
2024-01,Niagara Park Station,Exit,1850
2024-01,Normanhurst Station,Entry,16680
2024-01,Normanhurst Station,Exit,14110
2024-01,North Ryde Station,Entry,52600
2024-01,North Ryde Station,Exit,53810
2024-01,North Strathfield Station,Entry,47110
2024-01,North Strathfield Station,Exit,47030
2024-01,North Sydney Station,Entry,385250
2024-01,North Sydney Station,Exit,385320
2024-01,North Wollongong Station,Entry,24500
2024-01,North Wollongong Station,Exit,23180
2024-01,Norwest Station,Entry,42770
2024-01,Norwest Station,Exit,41810
2024-01,Oak Flats Station,Entry,8890
2024-01,Oak Flats Station,Exit,7910
2024-01,Oatley Station,Entry,34710
2024-01,Oatley Station,Exit,33010
2024-01,Olympic Park Station,Entry,63460
2024-01,Olympic Park Station,Exit,65250
2024-01,Otford Station,Entry,1040
2024-01,Otford Station,Exit,1080
2024-01,Ourimbah Station,Entry,2800
2024-01,Ourimbah Station,Exit,2600
2024-01,Padstow Station,Entry,52550
2024-01,Padstow Station,Exit,48530
2024-01,Panania Station,Entry,30430
2024-01,Panania Station,Exit,28060
2024-01,Parramatta Station,Entry,815690
2024-01,Parramatta Station,Exit,830140
2024-01,Paterson Station,Entry,200
2024-01,Paterson Station,Exit,170
2024-01,Pendle Hill Station,Entry,57880
2024-01,Pendle Hill Station,Exit,55090
2024-01,Pennant Hills Station,Entry,31420
2024-01,Pennant Hills Station,Exit,30260
2024-01,Penrith Station,Entry,144670
2024-01,Penrith Station,Exit,148840
2024-01,Penrose Station,Entry,Less than 50
2024-01,Penrose Station,Exit,Less than 50
2024-01,Penshurst Station,Entry,61950
2024-01,Penshurst Station,Exit,55070
2024-01,Petersham Station,Entry,68970
2024-01,Petersham Station,Exit,66710
2024-01,Picton Station,Entry,2970
2024-01,Picton Station,Exit,2570
2024-01,Point Clare Station,Entry,3090
2024-01,Point Clare Station,Exit,2590
2024-01,Port Kembla North Station,Entry,340
2024-01,Port Kembla North Station,Exit,340
2024-01,Port Kembla Station,Entry,1260
2024-01,Port Kembla Station,Exit,1170
2024-01,Punchbowl Station,Entry,14890
2024-01,Punchbowl Station,Exit,12640
2024-01,Pymble Station,Entry,33630
2024-01,Pymble Station,Exit,31550
2024-01,Quakers Hill Station,Entry,48670
2024-01,Quakers Hill Station,Exit,44170
2024-01,Redfern Station,Entry,471980
2024-01,Redfern Station,Exit,496610
2024-01,Regents Park Station,Entry,24240
2024-01,Regents Park Station,Exit,22840
2024-01,Revesby Station,Entry,102930
2024-01,Revesby Station,Exit,102390
2024-01,Rhodes Station,Entry,193440
2024-01,Rhodes Station,Exit,190680
2024-01,Richmond Station,Entry,15200
2024-01,Richmond Station,Exit,14180
2024-01,Riverstone Station,Entry,24060
2024-01,Riverstone Station,Exit,21940
2024-01,Riverwood Station,Entry,68950
2024-01,Riverwood Station,Exit,65290
2024-01,Rockdale Station,Entry,226570
2024-01,Rockdale Station,Exit,221300
2024-01,Rooty Hill Station,Entry,69520
2024-01,Rooty Hill Station,Exit,66330
2024-01,Roseville Station,Entry,47380
2024-01,Roseville Station,Exit,44880
2024-01,Rouse Hill Station,Entry,68290
2024-01,Rouse Hill Station,Exit,70800
2024-01,Rydal Station,Entry,Less than 50
2024-01,Rydal Station,Exit,Less than 50
2024-01,Rydalmere Station,Entry,840
2024-01,Rydalmere Station,Exit,890
2024-01,Sandgate Station,Entry,450
2024-01,Sandgate Station,Exit,370
2024-01,Scarborough Station,Entry,630
2024-01,Scarborough Station,Exit,580
2024-01,Schofields Station,Entry,81940
2024-01,Schofields Station,Exit,79790
2024-01,Scone Station,Entry,480
2024-01,Scone Station,Exit,330
2024-01,Sefton Station,Entry,11810
2024-01,Sefton Station,Exit,11190
2024-01,Seven Hills Station,Entry,113970
2024-01,Seven Hills Station,Exit,110650
2024-01,Shellharbour Junction Station,Entry,4320
2024-01,Shellharbour Junction Station,Exit,3770
2024-01,Singleton Station,Entry,860
2024-01,Singleton Station,Exit,720
2024-01,Springwood Station,Entry,17840
2024-01,Springwood Station,Exit,16880
2024-01,St James Station,Entry,177450
2024-01,St James Station,Exit,193260
2024-01,St Leonards Station,Entry,268900
2024-01,St Leonards Station,Exit,273090
2024-01,St Marys Station,Entry,77620
2024-01,St Marys Station,Exit,75850
2024-01,St Peters Station,Entry,67690
2024-01,St Peters Station,Exit,60430
2024-01,Stanmore Station,Entry,60070
2024-01,Stanmore Station,Exit,56710
2024-01,Stanwell Park Station,Entry,1480
2024-01,Stanwell Park Station,Exit,1540
2024-01,Strathfield Station,Entry,483520
2024-01,Strathfield Station,Exit,496950
2024-01,Summer Hill Station,Entry,67920
2024-01,Summer Hill Station,Exit,64300
2024-01,Sutherland Station,Entry,128070
2024-01,Sutherland Station,Exit,124820
2024-01,Sydenham Station,Entry,338120
2024-01,Sydenham Station,Exit,333040
2024-01,Tahmoor Station,Entry,3190
2024-01,Tahmoor Station,Exit,2690
2024-01,Tallawong Station,Entry,86730
2024-01,Tallawong Station,Exit,82910
2024-01,Tallong Station,Entry,Less than 50
2024-01,Tallong Station,Exit,Less than 50
2024-01,Tarana Station,Entry,90
2024-01,Tarana Station,Exit,80
2024-01,Tarro Station,Entry,160
2024-01,Tarro Station,Exit,140
2024-01,Tascott Station,Entry,1990
2024-01,Tascott Station,Exit,1620
2024-01,Telarah Station,Entry,2910
2024-01,Telarah Station,Exit,2460
2024-01,Telopea Station,Entry,2020
2024-01,Telopea Station,Exit,1820
2024-01,Tempe Station,Entry,30600
2024-01,Tempe Station,Exit,29420
2024-01,Teralba Station,Entry,1090
2024-01,Teralba Station,Exit,890
2024-01,Thirroul Station,Entry,20840
2024-01,Thirroul Station,Exit,19640
2024-01,Thornleigh Station,Entry,28090
2024-01,Thornleigh Station,Exit,27430
2024-01,Thornton Station,Entry,5340
2024-01,Thornton Station,Exit,4800
2024-01,Toongabbie Station,Entry,55740
2024-01,Toongabbie Station,Exit,53260
2024-01,Town Hall Station,Entry,1962080
2024-01,Town Hall Station,Exit,1871950
2024-01,Towradgi Station,Entry,1650
2024-01,Towradgi Station,Exit,1470
2024-01,Tuggerah Station,Entry,24300
2024-01,Tuggerah Station,Exit,23130
2024-01,Turramurra Station,Entry,60930
2024-01,Turramurra Station,Exit,58760
2024-01,Turrella Station,Entry,24380
2024-01,Turrella Station,Exit,22390
2024-01,Unanderra Station,Entry,9310
2024-01,Unanderra Station,Exit,8460
2024-01,Valley Heights Station,Entry,1080
2024-01,Valley Heights Station,Exit,870
2024-01,Victoria Street Station,Entry,5810
2024-01,Victoria Street Station,Exit,5420
2024-01,Villawood Station,Entry,8760
2024-01,Villawood Station,Exit,8490
2024-01,Vineyard Station,Entry,2320
2024-01,Vineyard Station,Exit,2210
2024-01,Wahroonga Station,Entry,27420
2024-01,Wahroonga Station,Exit,26840
2024-01,Waitara Station,Entry,44380
2024-01,Waitara Station,Exit,43030
2024-01,Wallarobba Station,Entry,Less than 50
2024-01,Wallarobba Station,Exit,Less than 50
2024-01,Warabrook Station,Entry,2500
2024-01,Warabrook Station,Exit,2310
2024-01,Waratah Station,Entry,3850
2024-01,Waratah Station,Exit,3480
2024-01,Warnervale Station,Entry,4920
2024-01,Warnervale Station,Exit,4280
2024-01,Warrawee Station,Entry,12090
2024-01,Warrawee Station,Exit,11530
2024-01,Warrimoo Station,Entry,1940
2024-01,Warrimoo Station,Exit,1830
2024-01,Warwick Farm Station,Entry,48970
2024-01,Warwick Farm Station,Exit,44240
2024-01,Waterfall Station,Entry,7950
2024-01,Waterfall Station,Exit,8140
2024-01,Waverton Station,Entry,45910
2024-01,Waverton Station,Exit,35940
2024-01,Wentworth Falls Station,Entry,7780
2024-01,Wentworth Falls Station,Exit,7040
2024-01,Wentworthville Station,Entry,77050
2024-01,Wentworthville Station,Exit,74290
2024-01,Werrington Station,Entry,22750
2024-01,Werrington Station,Exit,20260
2024-01,West Ryde Station,Entry,87170
2024-01,West Ryde Station,Exit,86130
2024-01,Westmead Station,Entry,128890
2024-01,Westmead Station,Exit,123630
2024-01,Wiley Park Station,Entry,11860
2024-01,Wiley Park Station,Exit,9460
2024-01,Windsor Station,Entry,14020
2024-01,Windsor Station,Exit,14020
2024-01,Wingello Station,Entry,Less than 50
2024-01,Wingello Station,Exit,Less than 50
2024-01,Wirragulla Station,Entry,Less than 50
2024-01,Wirragulla Station,Exit,Less than 50
2024-01,Wolli Creek Station,Entry,205170
2024-01,Wolli Creek Station,Exit,204090
2024-01,Wollongong Station,Entry,43380
2024-01,Wollongong Station,Exit,41930
2024-01,Wollstonecraft Station,Entry,44280
2024-01,Wollstonecraft Station,Exit,39790
2024-01,Wombarra Station,Entry,770
2024-01,Wombarra Station,Exit,740
2024-01,Wondabyne Station,Entry,340
2024-01,Wondabyne Station,Exit,330
2024-01,Woodford Station,Entry,1580
2024-01,Woodford Station,Exit,1640
2024-01,Woolooware Station,Entry,24040
2024-01,Woolooware Station,Exit,22480
2024-01,Woonona Station,Entry,2630
2024-01,Woonona Station,Exit,2140
2024-01,Woy Woy Station,Entry,65090
2024-01,Woy Woy Station,Exit,65650
2024-01,Wyee Station,Entry,5580
2024-01,Wyee Station,Exit,4820
2024-01,Wynyard Station,Entry,1227060
2024-01,Wynyard Station,Exit,1256410
2024-01,Wyong Station,Entry,27100
2024-01,Wyong Station,Exit,25120
2024-01,Yagoona Station,Entry,5300
2024-01,Yagoona Station,Exit,4750
2024-01,Yennora Station,Entry,23290
2024-01,Yennora Station,Exit,23940
2024-01,Yerrinbool Station,Entry,530
2024-01,Yerrinbool Station,Exit,380
2024-01,Zig Zag Station,Entry,130
2024-01,Zig Zag Station,Exit,160
2024-02,Aberdeen Station,Entry,Less than 50
2024-02,Aberdeen Station,Exit,Less than 50
2024-02,Adamstown Station,Entry,2240
2024-02,Adamstown Station,Exit,2090
2024-02,Albion Park Station,Entry,6470
2024-02,Albion Park Station,Exit,5680
2024-02,Allawah Station,Entry,60160
2024-02,Allawah Station,Exit,53620
2024-02,Arncliffe Station,Entry,54460
2024-02,Arncliffe Station,Exit,48860
2024-02,Artarmon Station,Entry,108860
2024-02,Artarmon Station,Exit,101410
2024-02,Ashfield Station,Entry,256120
2024-02,Ashfield Station,Exit,254230
2024-02,Asquith Station,Entry,32730
2024-02,Asquith Station,Exit,26600
2024-02,Auburn Station,Entry,372780
2024-02,Auburn Station,Exit,355340
2024-02,Austinmer Station,Entry,2610
2024-02,Austinmer Station,Exit,2050
2024-02,Awaba Station,Entry,390
2024-02,Awaba Station,Exit,450
2024-02,Banksia Station,Entry,33670
2024-02,Banksia Station,Exit,30080
2024-02,Bankstown Station,Entry,191980
2024-02,Bankstown Station,Exit,195280
2024-02,Bardwell Park Station,Entry,26130
2024-02,Bardwell Park Station,Exit,23760
2024-02,Bargo Station,Entry,1330
2024-02,Bargo Station,Exit,1210
2024-02,Bathurst Station,Entry,2410
2024-02,Bathurst Station,Exit,1700
2024-02,Beecroft Station,Entry,34150
2024-02,Beecroft Station,Exit,31970
2024-02,Bell Station,Entry,80
2024-02,Bell Station,Exit,70
2024-02,Bella Vista Station,Entry,58000
2024-02,Bella Vista Station,Exit,53450
2024-02,Bellambi Station,Entry,2470
2024-02,Bellambi Station,Exit,2180
2024-02,Belmore Station,Entry,48440
2024-02,Belmore Station,Exit,43520
2024-02,Berala Station,Entry,40240
2024-02,Berala Station,Exit,39030
2024-02,Beresfield Station,Entry,3270
2024-02,Beresfield Station,Exit,2970
2024-02,Berowra Station,Entry,27220
2024-02,Berowra Station,Exit,24110
2024-02,Berry Station,Entry,1390
2024-02,Berry Station,Exit,1410
2024-02,Beverly Hills Station,Entry,46440
2024-02,Beverly Hills Station,Exit,41670
2024-02,Bexley North Station,Entry,31060
2024-02,Bexley North Station,Exit,27850
2024-02,Birrong Station,Entry,19560
2024-02,Birrong Station,Exit,18660
2024-02,Blackheath Station,Entry,5050
2024-02,Blackheath Station,Exit,4850
2024-02,Blacktown Station,Entry,376070
2024-02,Blacktown Station,Exit,392030
2024-02,Blaxland Station,Entry,10560
2024-02,Blaxland Station,Exit,9560
2024-02,Bomaderry Station,Entry,6910
2024-02,Bomaderry Station,Exit,5470
2024-02,Bombo Station,Entry,740
2024-02,Bombo Station,Exit,600
2024-02,Bondi Junction Station,Entry,606750
2024-02,Bondi Junction Station,Exit,603190
2024-02,Booragul Station,Entry,710
2024-02,Booragul Station,Exit,590
2024-02,Bowral Station,Entry,5030
2024-02,Bowral Station,Exit,4610
2024-02,Branxton Station,Entry,200
2024-02,Branxton Station,Exit,140
2024-02,Broadmeadow Station,Entry,18480
2024-02,Broadmeadow Station,Exit,16140
2024-02,Bullaburra Station,Entry,1130
2024-02,Bullaburra Station,Exit,1040
2024-02,Bulli Station,Entry,4110
2024-02,Bulli Station,Exit,3450
2024-02,Bundanoon Station,Entry,430
2024-02,Bundanoon Station,Exit,280
2024-02,Burradoo Station,Entry,260
2024-02,Burradoo Station,Exit,280
2024-02,Burwood Station,Entry,482040
2024-02,Burwood Station,Exit,489480
2024-02,Cabramatta Station,Entry,182460
2024-02,Cabramatta Station,Exit,178490
2024-02,Camellia Station,Entry,3140
2024-02,Camellia Station,Exit,2480
2024-02,Campbelltown Station,Entry,125820
2024-02,Campbelltown Station,Exit,124340
2024-02,Campsie Station,Entry,148230
2024-02,Campsie Station,Exit,145860
2024-02,Canley Vale Station,Entry,58180
2024-02,Canley Vale Station,Exit,52890
2024-02,Canterbury Station,Entry,51800
2024-02,Canterbury Station,Exit,46030
2024-02,Cardiff Station,Entry,17880
2024-02,Cardiff Station,Exit,15610
2024-02,Caringbah Station,Entry,60580
2024-02,Caringbah Station,Exit,56390
2024-02,Carlingford Station,Entry,2400
2024-02,Carlingford Station,Exit,1720
2024-02,Carlton Station,Entry,60550
2024-02,Carlton Station,Exit,54750
2024-02,Carramar Station,Entry,12740
2024-02,Carramar Station,Exit,10670
2024-02,Castle Hill Station,Entry,130940
2024-02,Castle Hill Station,Exit,134920
2024-02,Casula Station,Entry,8870
2024-02,Casula Station,Exit,7360
2024-02,Central Station,Entry,2067800
2024-02,Central Station,Exit,2119880
2024-02,Chatswood Station,Entry,668400
2024-02,Chatswood Station,Exit,693740
2024-02,Cheltenham Station,Entry,22850
2024-02,Cheltenham Station,Exit,18930
2024-02,Cherrybrook Station,Entry,84580
2024-02,Cherrybrook Station,Exit,76570
2024-02,Chester Hill Station,Entry,23100
2024-02,Chester Hill Station,Exit,21090
2024-02,Circular Quay Station,Entry,652380
2024-02,Circular Quay Station,Exit,645470
2024-02,Clarendon Station,Entry,1450
2024-02,Clarendon Station,Exit,1390
2024-02,Clyde Station,Entry,24540
2024-02,Clyde Station,Exit,23200
2024-02,Coalcliff Station,Entry,300
2024-02,Coalcliff Station,Exit,350
